Rating;Rating Agency;Corporation;Year;Default Probability;Predicted Rating
BBB-;Moody's Investors Service;Mobile TeleSystems PJSC;2014;0.000000247165684;B
BBB-;Standard & Poor's Ratings Services;Mobile TeleSystems PJSC;2014;0.000362839418452;B
BBB;Standard & Poor's Ratings Services;Mohawk Industries Inc.;2014;0.000309564801176;B
A;Standard & Poor's Ratings Services;Mohawk Industries Inc.;2014;0.000346089458430;B
A;Standard & Poor's Ratings Services;Mohawk Industries Inc.;2014;0.000320648537939;B
BBB-;Fitch Ratings;Mohawk Industries, Inc.;2014;0.000000172415589;B
A;Standard & Poor's Ratings Services;Mondelez International, Inc.;2014;0.000096391788966;B
BBB+;Standard & Poor's Ratings Services;Moody's Corporation;2014;0.000036358799397;B
BBB;Standard & Poor's Ratings Services;Mosaic Co. (The);2014;0.000020129882523;B
BBB;Moody's Investors Service;Motorola Solutions, Inc.;2014;0.000000613911032;B
BB-;Standard & Poor's Ratings Services;Mueller Water Products Inc.;2014;0.000255120524076;BB
BB-;Moody's Investors Service;Mueller Water Products, Inc.;2014;0.000001661773442;BBB
BB;Standard & Poor's Ratings Services;Murphy Oil USA, Inc.;2014;0.000055824047899;BB
BBB;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2014;0.000247419552954;B
BBB;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2014;0.000175447110570;B
BBB;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2014;0.000261272556547;B
BBB;Egan-Jones Ratings Company;NABORS INDUSTRIES LTD;2014;0.000233618728823;B
BBB-;Egan-Jones Ratings Company;NASDAQ, INC;2014;0.000041534114393;B
BBB-;Egan-Jones Ratings Company;NASDAQ, INC;2014;0.000028578116683;B
BBB-;Egan-Jones Ratings Company;NASDAQ, INC;2014;0.000038162835202;B
BBB-;Egan-Jones Ratings Company;NASDAQ, INC;2014;0.000018364142108;B
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2014;0.000462631766675;AAA
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2014;0.000390789208491;AAA
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2014;0.000462857567994;AAA
A-;Egan-Jones Ratings Company;NATIONAL FUEL GAS COMPANY;2014;0.000104921147683;AAA
A-;Egan-Jones Ratings Company;NATIONAL GRID PLC;2014;0.000005070705882;AAA
BB;Standard & Poor's Ratings Services;NCR Corp.;2014;0.000059709876638;BB
B-;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2014;0.000003812133316;BBB
B-;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2014;0.000003957171623;BBB
B-;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2014;0.000003444516221;BBB
B-;Egan-Jones Ratings Company;NEKTAR THERAPEUTICS;2014;0.000004066736113;BBB
A;Egan-Jones Ratings Company;NEWELL BRANDS INC;2014;0.000023278127363;AAA
A;Egan-Jones Ratings Company;NEWELL BRANDS INC;2014;0.000019244182558;AAA
A;Egan-Jones Ratings Company;NEWELL BRANDS INC;2014;0.000020314345148;AAA
A;Egan-Jones Ratings Company;NEWELL BRANDS INC;2014;0.000018721343718;AAA
A;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2014;0.063545891475013;AAA
A;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2014;0.081703701490526;AAA
A;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2014;0.078695918329265;AAA
AA-;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2014;0.065968420425915;AAA
A;Egan-Jones Ratings Company;NEXTERA ENERGY, INC.;2014;0.061102904669727;AAA
B;Moody's Investors Service;NGL Energy Partners LP;2014;0.000000657877474;BBB
BB-;Fitch Ratings;NGL Energy Partners LP;2014;0.000000984468695;BB
BB-;Standard & Poor's Ratings Services;NGL Energy Partners LP;2014;0.000117790680375;BB
AA-;Standard & Poor's Ratings Services;NIKE Inc.;2014;0.627560573432083;AA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2014;0.000042491961929;AAA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2014;0.000043059001829;AAA
A;Egan-Jones Ratings Company;NORDSTROM, INC;2014;0.000031946908602;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2014;0.000021631471840;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2014;0.000018627358571;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2014;0.000021618139278;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2014;0.000015825851956;AAA
A;Egan-Jones Ratings Company;NORFOLK SOUTHERN CORPORATION;2014;0.000022815536056;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2014;0.000018055920047;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2014;0.000018296749462;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2014;0.000021524276917;AAA
A-;Egan-Jones Ratings Company;NORTHROP GRUMMAN CORPORATION;2014;0.000021517668448;AAA
A+;Egan-Jones Ratings Company;NORTHWEST NATURAL GAS COMPANY;2014;0.000094193476350;AAA
A+;Egan-Jones Ratings Company;NORTHWEST NATURAL GAS COMPANY;2014;0.000086819300943;AAA
AA;Egan-Jones Ratings Company;NOVARTIS AG;2014;0.999448500873938;AA
AA-;Egan-Jones Ratings Company;NOVARTIS AG;2014;0.999461248466081;AA
AA;Egan-Jones Ratings Company;NOVARTIS AG;2014;0.999506501133886;AA
AA;Egan-Jones Ratings Company;NOVARTIS AG;2014;0.999320529007218;AA
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2014;0.000040461793685;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2014;0.000028352143471;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2014;0.000022033257983;BBB
B-;Egan-Jones Ratings Company;NRG ENERGY, INC.;2014;0.000028734076173;BBB
B+;Moody's Investors Service;NRG Energy, Inc.;2014;0.000000525609783;BBB
B+;Moody's Investors Service;NRG Energy, Inc.;2014;0.000000417003736;BBB
BBB-;Egan-Jones Ratings Company;NUCOR CORPORATION;2014;0.000073686776685;B
BBB-;Egan-Jones Ratings Company;NUCOR CORPORATION;2014;0.000087508501396;B
BBB-;Egan-Jones Ratings Company;NUCOR CORPORATION;2014;0.000111866548671;B
BBB-;Egan-Jones Ratings Company;NUCOR CORPORATION;2014;0.000059716164191;B
BBB;Egan-Jones Ratings Company;NUCOR CORPORATION;2014;0.000077604315627;B
BBB;Egan-Jones Ratings Company;NUCOR CORPORATION;2014;0.000104487320347;B
BB+;Standard & Poor's Ratings Services;NVIDIA Corp.;2014;0.000066492147158;BB
BBB;Standard & Poor's Ratings Services;NVR Inc.;2014;0.000045972973804;B
B+;Moody's Investors Service;NXP Semiconductors N.V.;2014;0.000000895809741;BB
BBB;Standard & Poor's Ratings Services;Nabors Industries Inc.;2014;0.000906788382988;B
BBB;Standard & Poor's Ratings Services;Nabors Industries Inc.;2014;0.001083763291969;B
BBB+;Fitch Ratings;Nabors Industries, Inc.;2014;0.000005326567463;B
AA-;Standard & Poor's Ratings Services;National Fuel Gas Co.;2014;0.503846093910712;AA
AA-;Standard & Poor's Ratings Services;National Fuel Gas Co.;2014;0.545648549610502;AA
BBB;Moody's Investors Service;National Fuel Gas Company;2014;0.000058754788552;B
A-;Moody's Investors Service;National Fuel Gas Company;2014;0.000055132695709;B
A-;Standard & Poor's Ratings Services;National Grid Gas PLC;2014;0.000022144878314;AAA
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2014;0.000077681662231;B
BBB+;Moody's Investors Service;National Grid North America Inc.;2014;0.000000094285882;B
BBB+;Standard & Poor's Ratings Services;National Grid North America Inc.;2014;0.000087757701045;B
BBB+;Standard & Poor's Ratings Services;NetApp Inc.;2014;0.000186163981656;B
BBB+;Moody's Investors Service;NetApp, Inc.;2014;0.000000922111069;B
BB-;Standard & Poor's Ratings Services;Netflix Inc;2014;0.000048715151682;BBB
BB-;Standard & Poor's Ratings Services;Netflix Inc;2014;0.000049637986315;BBB
BBB;Standard & Poor's Ratings Services;NewMarket Corporation;2014;0.000104325339164;B
BBB-;Standard & Poor's Ratings Services;Newell Brands Inc.;2014;0.000113240242903;B
BBB;Standard & Poor's Ratings Services;NextEra Energy Inc.;2014;0.000234259713926;B
BBB+;Standard & Poor's Ratings Services;NextEra Energy Inc.;2014;0.000192447592590;B
BB;Standard & Poor's Ratings Services;Nokia Corp.;2014;0.000197382068573;BB
BB;Fitch Ratings;Nokia Corporation;2014;0.000000195572578;BB
A-;DBRS;Nordstrom, Inc.;2014;0.000128286525648;AAA
BBB+;Standard & Poor's Ratings Services;Norfolk Southern Corp.;2014;0.000260006495602;B
A-;Standard & Poor's Ratings Services;Northwest Natural Gas Co.;2014;0.580733652560307;AA
AA-;Standard & Poor's Ratings Services;Northwest Natural Gas Co.;2014;0.600393428795919;AA
A-;Standard & Poor's Ratings Services;Nucor Corp.;2014;0.414655267619355;AAA
AA-;Egan-Jones Ratings Company;O'REILLY AUTOMOTIVE, INC.;2014;0.998460054969701;AA
AA-;Egan-Jones Ratings Company;O'REILLY AUTOMOTIVE, INC.;2014;0.998937458736949;AA
BBB;Standard & Poor's Ratings Services;O'Reilly Automotive Inc.;2014;0.000209563549530;B
BB;Egan-Jones Ratings Company;OASIS PETROLEUM INC;2014;0.000018760157731;BB
BB-;Egan-Jones Ratings Company;OASIS PETROLEUM INC;2014;0.000016185797367;BB
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2014;0.000156402211907;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2014;0.000127878767749;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2014;0.000142549688844;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2014;0.000168683537901;AAA
A;Egan-Jones Ratings Company;OCCIDENTAL PETROLEUM;2014;0.000124800953794;AAA
A-;Egan-Jones Ratings Company;OGE ENERGY CORP.;2014;0.000010010095752;AAA
A-;Egan-Jones Ratings Company;OGE ENERGY CORP.;2014;0.000009101210603;AAA
A-;Egan-Jones Ratings Company;OGE ENERGY CORP.;2014;0.000008975927072;AAA
A-;Egan-Jones Ratings Company;OGE ENERGY CORP.;2014;0.000010848359787;AAA
A-;Moody's Investors Service;OGE Energy Corp.;2014;0.000001279214385;B
BBB;Egan-Jones Ratings Company;OLIN CORPORATION;2014;0.000021738225601;B
BBB;Egan-Jones Ratings Company;OLIN CORPORATION;2014;0.000019702590185;B
BBB;Egan-Jones Ratings Company;OLIN CORPORATION;2014;0.000010202875547;B
BBB;Egan-Jones Ratings Company;OLIN CORPORATION;2014;0.000011134529119;B
BBB;Egan-Jones Ratings Company;OLIN CORPORATION;2014;0.000009121930579;B
BBB-;Egan-Jones Ratings Company;OLIN CORPORATION;2014;0.000009247241957;B
A-;Egan-Jones Ratings Company;OMNICOM GROUP INC;2014;0.000012315589713;AAA
A-;Egan-Jones Ratings Company;OMNICOM GROUP INC;2014;0.000016149367936;AAA
A-;Egan-Jones Ratings Company;OMNICOM GROUP INC;2014;0.000012147184883;AAA
A+;Egan-Jones Ratings Company;OMNICOM GROUP INC;2014;0.000015712487858;AAA
A;Egan-Jones Ratings Company;OMNICOM GROUP INC;2014;0.000015495997043;AAA
A;Moody's Investors Service;ONE Gas, Inc;2014;0.000000170590861;AAA
A-;Standard & Poor's Ratings Services;ONE Gas, Inc.;2014;0.000025013018650;AAA
A;Standard & Poor's Ratings Services;ONE Gas, Inc.;2014;0.000023355084989;AAA
BBB;Egan-Jones Ratings Company;ONEOK, INC.;2014;0.000007595495712;B
BBB;Egan-Jones Ratings Company;ONEOK, INC.;2014;0.000005578550546;B
BBB;Egan-Jones Ratings Company;ONEOK, INC.;2014;0.000003921976761;B
BBB;Egan-Jones Ratings Company;ONEOK, INC.;2014;0.000003826652166;B
AA;Egan-Jones Ratings Company;ORACLE CORPORATION;2014;0.999315922945113;AA
AA;Egan-Jones Ratings Company;ORACLE CORPORATION;2014;0.999170049176040;AA
AA;Egan-Jones Ratings Company;ORACLE CORPORATION;2014;0.999379387644993;AA
BB+;Standard & Poor's Ratings Services;OSI Restaurant Partners LLC;2014;0.000089462444682;BB
BBB-;Standard & Poor's Ratings Services;OSI Restaurant Partners LLC;2014;0.000062513097324;B
BB;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2014;0.000019714313534;BB
BB;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2014;0.000018110691997;BB
BB;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2014;0.000018226930738;BB
BB+;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2014;0.000018697932063;BB
BB+;Egan-Jones Ratings Company;OTTER TAIL CORPORATION;2014;0.000016626868498;BB
A;Egan-Jones Ratings Company;OWENS & MINOR, INC;2014;0.000057043124973;AAA
A;Egan-Jones Ratings Company;OWENS & MINOR, INC;2014;0.000057810147403;AAA
A;Egan-Jones Ratings Company;OWENS & MINOR, INC;2014;0.000073768076000;AAA
A;Egan-Jones Ratings Company;OWENS & MINOR, INC;2014;0.000052530337517;AAA
B;Moody's Investors Service;Oasis Petroleum Inc.;2014;0.000001273318178;BBB
A;Standard & Poor's Ratings Services;Occidental Petroleum Corp.;2014;0.324212209038889;AAA
AA;Standard & Poor's Ratings Services;Occidental Petroleum Corp.;2014;0.348275088684473;AAA
A;Standard & Poor's Ratings Services;Occidental Petroleum Corp.;2014;0.324024954785335;AAA
A;Moody's Investors Service;Occidental Petroleum Corporation;2014;0.000000771266189;AAA
BBB+;Standard & Poor's Ratings Services;Omnicom Group Inc.;2014;0.000077893257350;B
BBB;Standard & Poor's Ratings Services;Omnicom Group Inc.;2014;0.000065762864125;B
BBB+;Moody's Investors Service;Omnicom Group, Inc.;2014;0.000000217462778;B
BBB;Standard & Poor's Ratings Services;Open Text Corporation;2014;0.000171494946012;B
BBB+;Moody's Investors Service;Orange;2014;0.000000000000861;B
A-;Japan Credit Rating Agency,Ltd.;Orange;2014;0.000351130473397;AAA
B+;Moody's Investors Service;Oshkosh Corporation;2014;0.000002146194163;BB
BB-;Moody's Investors Service;Oshkosh Corporation;2014;0.000001914983120;BB
A+;Egan-Jones Ratings Company;PACCAR INC;2014;0.000017120509165;AAA
A+;Standard & Poor's Ratings Services;PACCAR Inc.;2014;0.000040949133056;AAA
B;Egan-Jones Ratings Company;PEABODY ENERGY CORPORATION;2014;0.000138140510787;C
B;Egan-Jones Ratings Company;PEABODY ENERGY CORPORATION;2014;0.000126959451727;C
CCC+;Egan-Jones Ratings Company;PEABODY ENERGY CORPORATION;2014;0.000159853007677;C
CCC+;Egan-Jones Ratings Company;PEABODY ENERGY CORPORATION;2014;0.000160654811084;C
A+;Egan-Jones Ratings Company;PEPSICO, INC;2014;0.000155212677257;AAA
A;Egan-Jones Ratings Company;PEPSICO, INC;2014;0.000157300000635;AAA
A;Egan-Jones Ratings Company;PEPSICO, INC;2014;0.000198012964054;AAA
A+;Egan-Jones Ratings Company;PEPSICO, INC;2014;0.000165981491783;AAA
A+;Egan-Jones Ratings Company;PEPSICO, INC;2014;0.000200656367205;AAA
BBB;Egan-Jones Ratings Company;PERKINELMER, INC;2014;0.000033120774253;B
BBB+;Egan-Jones Ratings Company;PERKINELMER, INC;2014;0.000026547341644;B
BBB+;Egan-Jones Ratings Company;PERKINELMER, INC;2014;0.000023221649812;B
BBB+;Egan-Jones Ratings Company;PERKINELMER, INC;2014;0.000024192057454;B
AA-;Egan-Jones Ratings Company;PFIZER INC.;2014;0.594955557225436;AA
AA-;Egan-Jones Ratings Company;PFIZER INC.;2014;0.555134925713035;AA
AA-;Egan-Jones Ratings Company;PFIZER INC.;2014;0.591509897821690;AA
A-;Egan-Jones Ratings Company;PG&E CORPORATION;2014;0.000064687658598;AAA
A-;Egan-Jones Ratings Company;PG&E CORPORATION;2014;0.000060691728620;AAA
A-;Egan-Jones Ratings Company;PG&E CORPORATION;2014;0.000069599555803;AAA
A-;Egan-Jones Ratings Company;PG&E CORPORATION;2014;0.000068091732823;AAA
A;Standard & Poor's Ratings Services;PG&E Corp.;2014;0.000143322711602;AAA
A;Standard & Poor's Ratings Services;PG&E Corp.;2014;0.000131820569011;AAA
BBB+;Moody's Investors Service;PG&E Corporation;2014;0.000000209446864;B
A+;Egan-Jones Ratings Company;PHILLIPS 66;2014;0.000023016494858;AAA
A+;Egan-Jones Ratings Company;PHILLIPS 66;2014;0.000020928787264;AAA
A;Egan-Jones Ratings Company;PHILLIPS 66;2014;0.000019032309122;AAA
BB-;Egan-Jones Ratings Company;PILGRIM'S PRIDE CORPORATION;2014;0.000036377576301;BB
BB-;Egan-Jones Ratings Company;PILGRIM'S PRIDE CORPORATION;2014;0.000036933103805;BB
BB-;Egan-Jones Ratings Company;PILGRIM'S PRIDE CORPORATION;2014;0.000032248746302;BB
BB;Egan-Jones Ratings Company;PILGRIM'S PRIDE CORPORATION;2014;0.000033342002239;BB
BB;Egan-Jones Ratings Company;PILGRIM'S PRIDE CORPORATION;2014;0.000031964352010;BB
A;Egan-Jones Ratings Company;PINNACLE WEST CAPITAL;2014;0.105944432506859;AAA
A;Egan-Jones Ratings Company;PINNACLE WEST CAPITAL;2014;0.079757858304132;AAA
A;Egan-Jones Ratings Company;PINNACLE WEST CAPITAL;2014;0.090197454517189;AAA
A;Egan-Jones Ratings Company;PINNACLE WEST CAPITAL;2014;0.102185401768831;AAA
BBB+;Egan-Jones Ratings Company;PIONEER NATURAL RESOURCES;2014;0.000035143041792;B
BBB+;Egan-Jones Ratings Company;PIONEER NATURAL RESOURCES;2014;0.000029188050911;B
BBB+;Egan-Jones Ratings Company;PIONEER NATURAL RESOURCES;2014;0.000041963282447;B
BBB;Egan-Jones Ratings Company;PIONEER NATURAL RESOURCES;2014;0.000026238743816;B
BBB-;Egan-Jones Ratings Company;PITNEY BOWES INC;2014;0.000014548806211;B
BBB-;Egan-Jones Ratings Company;PITNEY BOWES INC;2014;0.000019274378449;B
BBB-;Egan-Jones Ratings Company;PITNEY BOWES INC;2014;0.000012148579389;B
BBB-;Egan-Jones Ratings Company;PITNEY BOWES INC;2014;0.000012935823797;B
BBB+;Egan-Jones Ratings Company;PLAINS ALL AMERICAN PIPELINE,;2014;0.000059453803140;B
A-;Egan-Jones Ratings Company;PLAINS ALL AMERICAN PIPELINE,;2014;0.000041757416529;B
BBB+;Egan-Jones Ratings Company;PLAINS ALL AMERICAN PIPELINE,;2014;0.000054305324572;B
BBB+;Egan-Jones Ratings Company;PLAINS ALL AMERICAN PIPELINE,;2014;0.000036348774502;B
BBB+;Standard & Poor's Ratings Services;PLDT Inc.;2014;0.000078889008298;B
BBB+;Standard & Poor's Ratings Services;PLDT Inc.;2014;0.000069962178223;B
BBB-;Egan-Jones Ratings Company;PNM RESOURCES, INC.;2014;0.000078360284167;AAA
BBB-;Egan-Jones Ratings Company;PNM RESOURCES, INC.;2014;0.000069773061197;AAA
A-;Egan-Jones Ratings Company;PNM RESOURCES, INC.;2014;0.000082209552328;AAA
A-;Egan-Jones Ratings Company;PNM RESOURCES, INC.;2014;0.000080045554291;AAA
BBB-;Moody's Investors Service;PNM Resources, Inc.;2014;0.000001195965918;B
BBB;Fitch Ratings;POSCO;2014;0.000003433067557;B
BBB+;Standard & Poor's Ratings Services;POSCO;2014;0.004685546382577;B
A+;Egan-Jones Ratings Company;PPG INDUSTRIES, INC;2014;0.000011700091154;AAA
A+;Egan-Jones Ratings Company;PPG INDUSTRIES, INC;2014;0.000015135461963;AAA
A+;Egan-Jones Ratings Company;PPG INDUSTRIES, INC;2014;0.000015338906034;AAA
A+;Egan-Jones Ratings Company;PPG INDUSTRIES, INC;2014;0.000013761151187;AAA
A+;Egan-Jones Ratings Company;PPG INDUSTRIES, INC;2014;0.000014721619796;AAA
A-;Standard & Poor's Ratings Services;PPG Industries Inc.;2014;0.000130073986011;AAA
A-;Egan-Jones Ratings Company;PPL CORPORATION;2014;0.000066737628596;B
A-;Egan-Jones Ratings Company;PPL CORPORATION;2014;0.000058880411788;B
BBB;Egan-Jones Ratings Company;PPL CORPORATION;2014;0.000053798381097;B
A-;Egan-Jones Ratings Company;PPL CORPORATION;2014;0.000054840406716;B
BBB;Egan-Jones Ratings Company;PPL CORPORATION;2014;0.000063619464576;B
A-;Egan-Jones Ratings Company;PPL CORPORATION;2014;0.000037535001509;B
BBB;Egan-Jones Ratings Company;PPL CORPORATION;2014;0.000046272509952;B
A;Egan-Jones Ratings Company;PUBLIC SERVICE ENTERPRISE;2014;0.000103948015219;AAA
A-;Egan-Jones Ratings Company;PUBLIC SERVICE ENTERPRISE;2014;0.000109468326412;AAA
A;Egan-Jones Ratings Company;PUBLIC SERVICE ENTERPRISE;2014;0.000074644304823;AAA
A;Egan-Jones Ratings Company;PUBLIC SERVICE ENTERPRISE;2014;0.000098672971764;AAA
BB+;Egan-Jones Ratings Company;PVH CORP;2014;0.000021398851357;BB
BB+;Egan-Jones Ratings Company;PVH CORP;2014;0.000032214220726;BB
BB+;Egan-Jones Ratings Company;PVH CORP;2014;0.000032665932228;BB
BB+;Egan-Jones Ratings Company;PVH CORP;2014;0.000029636494269;BB
BBB;Standard & Poor's Ratings Services;Packaging Corp. of America;2014;0.000324686790939;B
B;Standard & Poor's Ratings Services;Peabody Energy Corp.;2014;0.000078453971721;BBB
B-;Standard & Poor's Ratings Services;Peabody Energy Corp.;2014;0.000108013390761;BBB
BBB+;Standard & Poor's Ratings Services;Pearson PLC;2014;0.000031534977860;B
B+;Standard & Poor's Ratings Services;Penske Automotive Group Inc.;2014;0.000034719321273;BBB
B+;Moody's Investors Service;Penske Automotive Group, Inc.;2014;0.000000260555487;BBB
B+;Moody's Investors Service;Penske Automotive Group, Inc.;2014;0.000000214237582;BBB
A-;Standard & Poor's Ratings Services;PepsiCo Inc.;2014;0.191696541796062;AAA
A-;Standard & Poor's Ratings Services;PepsiCo Inc.;2014;0.189484433405638;AAA
A+;Moody's Investors Service;PepsiCo, Inc.;2014;0.311593745478611;AAA
A+;Moody's Investors Service;PepsiCo, Inc.;2014;0.305760371523381;AAA
A;Fitch Ratings;PepsiCo, Inc.;2014;0.195359843961299;AAA
B-;Moody's Investors Service;Phibro Animal Health Corporation;2014;0.000000839194452;BBB
A;Standard & Poor's Ratings Services;Phillips 66;2014;0.000253044413410;AAA
A-;Moody's Investors Service;Phillips 66;2014;0.000000571512853;B
BBB+;Standard & Poor's Ratings Services;Phillips 66;2014;0.000224329540926;AAA
BBB+;Moody's Investors Service;Pinnacle West Capital Corporation;2014;0.000030395457029;B
B;Moody's Investors Service;Pioneer Energy Services Corp.;2014;0.000000308440370;BBB
B+;Standard & Poor's Ratings Services;Pioneer Energy Services Corp.;2014;0.000100907227878;BBB
BBB;Moody's Investors Service;Pitney Bowes Inc.;2014;0.000000137816015;B
A;Standard & Poor's Ratings Services;Plains All American Pipeline L.P.;2014;0.000165438183407;B
BBB;Moody's Investors Service;Plains All American Pipeline L.P.;2014;0.000000222485609;B
BBB;Moody's Investors Service;Plains All American Pipeline L.P.;2014;0.000000145472464;B
BBB+;Standard & Poor's Ratings Services;Plains All American Pipeline L.P.;2014;0.000112642138564;B
A-;Standard & Poor's Ratings Services;Portland General Electric Co.;2014;0.000035600444006;AAA
A+;Moody's Investors Service;Portland General Electric Company;2014;0.000000236403996;AAA
B;Standard & Poor's Ratings Services;Post Holdings Inc.;2014;0.000147591999154;BBB
B;Moody's Investors Service;Post Holdings, Inc.;2014;0.000000973584705;BBB
BB+;Moody's Investors Service;Precision Drilling Corporation;2014;0.000001471246700;BB
A;Standard & Poor's Ratings Services;Public Service Enterprise Group Inc.;2014;0.000053113521689;AAA
BBB+;Egan-Jones Ratings Company;QUEST DIAGNOSTICS INCORPORATED;2014;0.000031237143891;B
BBB+;Egan-Jones Ratings Company;QUEST DIAGNOSTICS INCORPORATED;2014;0.000030478021804;B
BBB+;Egan-Jones Ratings Company;QUEST DIAGNOSTICS INCORPORATED;2014;0.000040709932453;B
BBB+;Egan-Jones Ratings Company;QUEST DIAGNOSTICS INCORPORATED;2014;0.000034840607345;B
BBB;Fitch Ratings;Quest Diagnostics Inc;2014;0.000000442449507;B
BBB;Fitch Ratings;Quest Diagnostics Inc;2014;0.000000504426052;B
BBB+;Standard & Poor's Ratings Services;Quest Diagnostics Inc.;2014;0.000138385294839;B
BB-;Egan-Jones Ratings Company;RANGE RESOURCES CORPORATION;2014;0.000024970173266;BB
BB+;Egan-Jones Ratings Company;RANGE RESOURCES CORPORATION;2014;0.000027240048288;BB
BB+;Egan-Jones Ratings Company;RANGE RESOURCES CORPORATION;2014;0.000023880830483;BB
BB+;Egan-Jones Ratings Company;RANGE RESOURCES CORPORATION;2014;0.000024199214078;BB
A-;Egan-Jones Ratings Company;RAYONIER INC.;2014;0.000017091627441;AAA
A-;Egan-Jones Ratings Company;RAYONIER INC.;2014;0.000014916224296;AAA
A-;Egan-Jones Ratings Company;RAYONIER INC.;2014;0.000011493205962;AAA
A;Standard & Poor's Ratings Services;RELX Inc.;2014;0.000095573857774;B
BBB+;Egan-Jones Ratings Company;REPUBLIC SERVICES, INC;2014;0.000007342977890;B
BBB+;Egan-Jones Ratings Company;REPUBLIC SERVICES, INC;2014;0.000006335999610;B
BBB+;Egan-Jones Ratings Company;REPUBLIC SERVICES, INC;2014;0.000007423383003;B
BBB;Egan-Jones Ratings Company;REPUBLIC SERVICES, INC;2014;0.000009085859273;B
BBB+;Egan-Jones Ratings Company;REPUBLIC SERVICES, INC;2014;0.000007545624500;B
A-;Egan-Jones Ratings Company;RIO TINTO PLC;2014;0.000114928467763;AAA
A;Egan-Jones Ratings Company;RIO TINTO PLC;2014;0.000157383777182;AAA
B+;Egan-Jones Ratings Company;RITE AID CORPORATION;2014;0.000050386719136;BBB
B+;Egan-Jones Ratings Company;RITE AID CORPORATION;2014;0.000075529929398;BBB
B+;Egan-Jones Ratings Company;RITE AID CORPORATION;2014;0.000055679643882;BBB
B+;Egan-Jones Ratings Company;RITE AID CORPORATION;2014;0.000076828953140;BBB
B+;Egan-Jones Ratings Company;RITE AID CORPORATION;2014;0.000067605503461;BBB
A;Egan-Jones Ratings Company;ROCKWELL AUTOMATION, INC;2014;0.000107663854711;AAA
A+;Egan-Jones Ratings Company;ROCKWELL AUTOMATION, INC;2014;0.000107632501208;AAA
A+;Egan-Jones Ratings Company;ROCKWELL AUTOMATION, INC;2014;0.000095245500351;AAA
A+;Egan-Jones Ratings Company;ROCKWELL AUTOMATION, INC;2014;0.000117557686976;AAA
A-;Egan-Jones Ratings Company;ROPER TECHNOLOGIES, INC;2014;0.000018982287009;AAA
A-;Egan-Jones Ratings Company;ROPER TECHNOLOGIES, INC;2014;0.000026630879177;AAA
A-;Egan-Jones Ratings Company;ROPER TECHNOLOGIES, INC;2014;0.000018715077108;AAA
A-;Egan-Jones Ratings Company;ROPER TECHNOLOGIES, INC;2014;0.000018457251171;AAA
BB;Standard & Poor's Ratings Services;Range Resources Corp.;2014;0.000028984556676;BB
BB+;Standard & Poor's Ratings Services;Range Resources Corp.;2014;0.000026767584067;BB
BBB;Moody's Investors Service;Rayonier Inc.;2014;0.000000006953962;B
B+;Standard & Poor's Ratings Services;Rent-A-Center Inc.;2014;0.000184093542498;BB
B+;Standard & Poor's Ratings Services;Rent-A-Center Inc.;2014;0.000140400986859;BBB
B+;Moody's Investors Service;Rent-A-Center, Inc.;2014;0.000003996782655;BB
CCC+;Moody's Investors Service;Rite Aid Corporation;2014;0.000034768856922;C
